Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Emergency_Suite,Chrome 66.0.3359.181,It Contains All The Schedule Emergency Request,2018-06-09 17:35:15,2018-06-09 18:10:16,35m - 1.020s,FAILED
,,,,,,
Test Cases/EMERGENCY TEST CASES/TC_ER_001 Verify Schedule 1 Emergency  Request Are Working Successfully Or Not,Chrome 66.0.3359.181,,2018-06-09 17:35:15,2018-06-09 17:44:30,9m - 14.914s,PASSED
openBrowser,Chrome 66.0.3359.181,,2018-06-09 17:35:16,2018-06-09 17:35:19,3.078s,PASSED
"Statement - out.println(""Verify Schedule 1 Emergency  Request Are Working Successfully Or Not"")",Chrome 66.0.3359.181,,2018-06-09 17:35:19,2018-06-09 17:35:19,0.011s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-06-09 17:35:19,2018-06-09 17:35:20,1.894s,PASSED
maximizeWindow,Chrome 66.0.3359.181,,2018-06-09 17:35:20,2018-06-09 17:35:22,1.146s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-09 17:35:22,2018-06-09 17:35:22,0.224s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-09 17:35:22,2018-06-09 17:35:22,0.164s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-09 17:35:22,2018-06-09 17:35:25,3.023s,PASSED
click,Chrome 66.0.3359.181,,2018-06-09 17:35:25,2018-06-09 17:35:26,1.112s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-09 17:35:26,2018-06-09 17:35:29,3.003s,PASSED
click,Chrome 66.0.3359.181,,2018-06-09 17:35:29,2018-06-09 17:35:29,0.132s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-09 17:35:29,2018-06-09 17:35:31,2.003s,PASSED
click,Chrome 66.0.3359.181,,2018-06-09 17:35:31,2018-06-09 17:35:32,0.674s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-09 17:35:32,2018-06-09 17:35:34,2.003s,PASSED
selectOptionByIndex,Chrome 66.0.3359.181,,2018-06-09 17:35:34,2018-06-09 17:35:34,0.198s,PASSED
Statement - seletedoptions = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getNumberOfTotalOption(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Emergency/Page_KDMC - Emergency/select_--Select--Adernaline 0.)),Chrome 66.0.3359.181,,2018-06-09 17:35:34,2018-06-09 17:35:34,0.107s,PASSED
"Statement - For ([u = 1, u < seletedoptions, (u++)])",Chrome 66.0.3359.181,,2018-06-09 17:35:34,2018-06-09 17:36:27,52.778s,PASSED
scrollToElement,Chrome 66.0.3359.181,,2018-06-09 17:36:27,2018-06-09 17:36:27,0.076s,PASSED
click,Chrome 66.0.3359.181,,2018-06-09 17:36:27,2018-06-09 17:36:27,0.126s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-09 17:36:27,2018-06-09 17:36:30,3.001s,PASSED
Statement - RequestNumber = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Emergency/Page_KDMC - Emergency/font_ERNO100520183)),Chrome 66.0.3359.181,,2018-06-09 17:36:30,2018-06-09 17:36:30,0.064s,PASSED
"Statement - Rno = RequestNumber.split(""/"")[2]",Chrome 66.0.3359.181,,2018-06-09 17:36:30,2018-06-09 17:36:30,0.005s,PASSED
Statement - out.println(Rno),Chrome 66.0.3359.181,,2018-06-09 17:36:30,2018-06-09 17:36:30,0.000s,PASSED
click,Chrome 66.0.3359.181,,2018-06-09 17:36:30,2018-06-09 17:36:31,0.570s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-09 17:36:31,2018-06-09 17:36:34,3.001s,PASSED
click,Chrome 66.0.3359.181,,2018-06-09 17:36:34,2018-06-09 17:36:34,0.106s,PASSED
click,Chrome 66.0.3359.181,,2018-06-09 17:36:34,2018-06-09 17:36:35,0.636s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-09 17:36:35,2018-06-09 17:36:38,3.000s,PASSED
