Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
HealthPost_Store_Suite,Chrome 66.0.3359.181,Healthpost to store suite,2018-05-28 10:23:29,2018-05-28 11:11:40,48m - 10.405s,FAILED
,,,,,,
Test Cases/HEALTHPOST TEST CASES/TC_HP_001 Verify Schedule 1 Healthpost Request Are Working Successfully Or Not,Chrome 66.0.3359.181,,2018-05-28 10:23:30,2018-05-28 10:31:36,8m - 6.618s,PASSED
openBrowser,Chrome 66.0.3359.181,,2018-05-28 10:23:30,2018-05-28 10:23:33,2.945s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-05-28 10:23:33,2018-05-28 10:23:35,1.838s,PASSED
maximizeWindow,Chrome 66.0.3359.181,,2018-05-28 10:23:35,2018-05-28 10:23:36,1.165s,PASSED
click,Chrome 66.0.3359.181,,2018-05-28 10:23:36,2018-05-28 10:23:38,2.394s,PASSED
setText,Chrome 66.0.3359.181,,2018-05-28 10:23:38,2018-05-28 10:23:38,0.162s,PASSED
setText,Chrome 66.0.3359.181,,2018-05-28 10:23:38,2018-05-28 10:23:39,0.213s,PASSED
delay,Chrome 66.0.3359.181,,2018-05-28 10:23:39,2018-05-28 10:23:42,3.017s,PASSED
sendKeys,Chrome 66.0.3359.181,,2018-05-28 10:23:42,2018-05-28 10:23:43,0.950s,PASSED
delay,Chrome 66.0.3359.181,,2018-05-28 10:23:43,2018-05-28 10:23:46,3.003s,PASSED
click,Chrome 66.0.3359.181,,2018-05-28 10:23:46,2018-05-28 10:23:46,0.161s,PASSED
delay,Chrome 66.0.3359.181,,2018-05-28 10:23:46,2018-05-28 10:23:47,1.003s,PASSED
click,Chrome 66.0.3359.181,,2018-05-28 10:23:47,2018-05-28 10:23:47,0.643s,PASSED
delay,Chrome 66.0.3359.181,,2018-05-28 10:23:47,2018-05-28 10:23:48,1.003s,PASSED
selectOptionByIndex,Chrome 66.0.3359.181,,2018-05-28 10:23:48,2018-05-28 10:23:49,0.196s,PASSED
Statement - medicineslength = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getNumberOfTotalOption(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(HealthpostToStore/Page_HealthPost Store/select_--Select--Adernaline 0.)),Chrome 66.0.3359.181,,2018-05-28 10:23:49,2018-05-28 10:23:49,0.106s,PASSED
"Statement - For ([e = 1, e <= medicineslength - 1, (e++)])",Chrome 66.0.3359.181,,2018-05-28 10:23:49,2018-05-28 10:25:41,1m - 52.195s,PASSED
scrollToElement,Chrome 66.0.3359.181,,2018-05-28 10:25:41,2018-05-28 10:25:41,0.073s,PASSED
click,Chrome 66.0.3359.181,,2018-05-28 10:25:41,2018-05-28 10:25:41,0.099s,PASSED
delay,Chrome 66.0.3359.181,,2018-05-28 10:25:41,2018-05-28 10:25:44,3.000s,PASSED
