Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
MOH REQUEST AND GRN,Chrome 66.0.3359.139,,2018-05-15 19:31:36,2018-05-15 20:43:09,1h - 11m - 33.493s,PASSED
,,,,,,
Test Cases/TEST/MOH REQUEST AND GRN/Moh Request GRN Schedule 1,Chrome 66.0.3359.139,,2018-05-15 19:31:36,2018-05-15 19:36:58,5m - 22.039s,PASSED
openBrowser,Chrome 66.0.3359.139,,2018-05-15 19:31:37,2018-05-15 19:31:40,2.921s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-15 19:31:40,2018-05-15 19:31:45,5.671s,PASSED
maximizeWindow,Chrome 66.0.3359.139,,2018-05-15 19:31:45,2018-05-15 19:31:46,1.146s,PASSED
click,Chrome 66.0.3359.139,,2018-05-15 19:31:46,2018-05-15 19:31:49,2.396s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-15 19:31:49,2018-05-15 19:31:49,0.180s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-15 19:31:49,2018-05-15 19:31:49,0.154s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-15 19:31:49,2018-05-15 19:31:52,3.018s,PASSED
click,Chrome 66.0.3359.139,,2018-05-15 19:31:52,2018-05-15 19:31:53,1.198s,PASSED
click,Chrome 66.0.3359.139,,2018-05-15 19:31:53,2018-05-15 19:31:54,0.810s,PASSED
selectOptionByIndex,Chrome 66.0.3359.139,,2018-05-15 19:31:54,2018-05-15 19:31:54,0.184s,PASSED
selectOptionByIndex,Chrome 66.0.3359.139,,2018-05-15 19:31:54,2018-05-15 19:31:55,0.208s,PASSED
Statement - selectedoptions = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getNumberOfTotalOption(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(MOH AND GRN/Page_KDMC - CMS/select_--Select--Adernaline 0.)),Chrome 66.0.3359.139,,2018-05-15 19:31:55,2018-05-15 19:31:55,0.309s,PASSED
"Statement - For ([j = 1, j <= selectedoptions - 1, (j++)])",Chrome 66.0.3359.139,,2018-05-15 19:31:55,2018-05-15 19:32:42,46.758s,PASSED
