Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Investigation_Suite,Chrome 66.0.3359.181,It Contains All Schedule Investigation Request,2018-05-22 15:39:24,2018-05-22 15:51:38,12m - 14.629s,FAILED
,,,,,,
Test Cases/INVESTIGATION TEST CASES/TC_INV_001 Verify Schedule 4 Investigation Request Are Working Successfully Or Not,Chrome 66.0.3359.181,,2018-05-22 15:39:24,2018-05-22 15:42:39,3m - 14.785s,FAILED
openBrowser,Chrome 66.0.3359.181,,2018-05-22 15:39:25,2018-05-22 15:39:27,2.784s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-05-22 15:39:27,2018-05-22 15:39:29,1.832s,PASSED
"Statement - out.println("" Verify Schedule 4 Investigation Request Are Working Successfully Or Not"")",Chrome 66.0.3359.181,,2018-05-22 15:39:29,2018-05-22 15:39:29,0.017s,PASSED
maximizeWindow,Chrome 66.0.3359.181,,2018-05-22 15:39:29,2018-05-22 15:39:30,1.144s,PASSED
click,Chrome 66.0.3359.181,,2018-05-22 15:39:30,2018-05-22 15:39:31,0.760s,PASSED
setText,Chrome 66.0.3359.181,,2018-05-22 15:39:31,2018-05-22 15:39:31,0.128s,PASSED
setText,Chrome 66.0.3359.181,,2018-05-22 15:39:31,2018-05-22 15:39:31,0.125s,PASSED
delay,Chrome 66.0.3359.181,,2018-05-22 15:39:31,2018-05-22 15:39:34,3.016s,PASSED
click,Chrome 66.0.3359.181,,2018-05-22 15:39:34,2018-05-22 15:39:35,0.737s,PASSED
click,Chrome 66.0.3359.181,,2018-05-22 15:39:35,2018-05-22 15:39:37,1.687s,PASSED
delay,Chrome 66.0.3359.181,,2018-05-22 15:39:37,2018-05-22 15:39:39,2.001s,PASSED
click,Chrome 66.0.3359.181,,2018-05-22 15:39:39,2018-05-22 15:39:39,0.525s,PASSED
selectOptionByIndex,Chrome 66.0.3359.181,,2018-05-22 15:39:39,2018-05-22 15:39:39,0.183s,PASSED
Statement - medicineslength = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getNumberOfTotalOption(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(lab/Page_KDMC/select_--Select--Automatic x-r)),Chrome 66.0.3359.181,,2018-05-22 15:39:39,2018-05-22 15:39:40,0.080s,PASSED
"Statement - For ([e = 1, e < medicineslength, (e++)])",Chrome 66.0.3359.181,,2018-05-22 15:39:40,2018-05-22 15:39:47,7.606s,PASSED
"Statement - RN1 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(lab/Page_KDMC/input_txtno), ""value"")",Chrome 66.0.3359.181,,2018-05-22 15:39:47,2018-05-22 15:39:47,0.044s,PASSED
Statement - out.println(RN1),Chrome 66.0.3359.181,,2018-05-22 15:39:47,2018-05-22 15:39:47,0.001s,PASSED
"Statement - RID = RN1.split(""/"")[2]",Chrome 66.0.3359.181,,2018-05-22 15:39:47,2018-05-22 15:39:47,0.003s,PASSED
scrollToElement,Chrome 66.0.3359.181,,2018-05-22 15:39:47,2018-05-22 15:39:47,0.045s,PASSED
click,Chrome 66.0.3359.181,,2018-05-22 15:39:47,2018-05-22 15:39:47,0.094s,PASSED
delay,Chrome 66.0.3359.181,,2018-05-22 15:39:47,2018-05-22 15:39:50,3.001s,PASSED
click,Chrome 66.0.3359.181,,2018-05-22 15:39:50,2018-05-22 15:39:51,0.493s,PASSED
delay,Chrome 66.0.3359.181,,2018-05-22 15:39:51,2018-05-22 15:39:54,3.002s,PASSED
