Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Dispensary_Cms_Suite,Chrome 66.0.3359.181,,2018-06-10 02:15:56,2018-06-10 02:20:21,4m - 25.905s,ERROR
,,,,,,
Test Cases/DISPENSARY TEST CASES/TC_DP_013 Verify Schedule 1 Dispensary To CMS Request Are Working Successfully Or Not,Chrome 66.0.3359.181,,2018-06-10 02:15:56,2018-06-10 02:20:21,4m - 24.851s,ERROR
openBrowser,Chrome 66.0.3359.181,,2018-06-10 02:15:57,2018-06-10 02:16:00,3.396s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-06-10 02:16:00,2018-06-10 02:16:02,1.686s,PASSED
maximizeWindow,Chrome 66.0.3359.181,,2018-06-10 02:16:02,2018-06-10 02:16:03,1.141s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:16:03,2018-06-10 02:16:04,1.438s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-10 02:16:04,2018-06-10 02:16:04,0.162s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-10 02:16:04,2018-06-10 02:16:05,0.138s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:16:05,2018-06-10 02:16:08,3.018s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:16:08,2018-06-10 02:16:09,1.644s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:16:09,2018-06-10 02:16:12,3.002s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:16:12,2018-06-10 02:16:12,0.132s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:16:12,2018-06-10 02:16:14,2.002s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:16:14,2018-06-10 02:16:15,0.563s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:16:15,2018-06-10 02:16:17,2.003s,PASSED
selectOptionByIndex,Chrome 66.0.3359.181,,2018-06-10 02:16:17,2018-06-10 02:16:17,0.189s,PASSED
selectOptionByIndex,Chrome 66.0.3359.181,,2018-06-10 02:16:17,2018-06-10 02:16:17,0.180s,PASSED
Statement - medicineslength = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getNumberOfTotalOption(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(DispensaryToCms/Page_Dispensary Store/select_--Select--Adernaline 0.)),Chrome 66.0.3359.181,,2018-06-10 02:16:17,2018-06-10 02:16:17,0.085s,PASSED
"Statement - For ([e = 1, e <= medicineslength - 1, (e++)])",Chrome 66.0.3359.181,,2018-06-10 02:16:17,2018-06-10 02:19:09,2m - 51.612s,PASSED
scrollToElement,Chrome 66.0.3359.181,,2018-06-10 02:19:09,2018-06-10 02:19:09,0.043s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:19:09,2018-06-10 02:19:09,0.105s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:19:09,2018-06-10 02:19:12,3.001s,PASSED
Statement - RN1 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(DispensaryToCms/Page_Dispensary Store/font_PRNO18052018174)),Chrome 66.0.3359.181,,2018-06-10 02:19:12,2018-06-10 02:19:12,0.056s,PASSED
Statement - out.println(RN1),Chrome 66.0.3359.181,,2018-06-10 02:19:12,2018-06-10 02:19:12,0.009s,PASSED
"Statement - RID = RN1.split(""/"")[2]",Chrome 66.0.3359.181,,2018-06-10 02:19:12,2018-06-10 02:19:12,0.005s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:19:12,2018-06-10 02:19:13,0.692s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:19:13,2018-06-10 02:19:16,3.001s,PASSED
waitForElementPresent,Chrome 66.0.3359.181,,2018-06-10 02:19:16,2018-06-10 02:19:16,0.031s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:19:16,2018-06-10 02:19:16,0.085s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:19:16,2018-06-10 02:19:16,0.496s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:19:16,2018-06-10 02:19:19,3.002s,PASSED
navigateToUrl,Chrome 66.0.3359.181,,2018-06-10 02:19:19,2018-06-10 02:19:20,0.361s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:19:20,2018-06-10 02:19:20,0.647s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-10 02:19:20,2018-06-10 02:19:21,0.111s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-10 02:19:21,2018-06-10 02:19:21,0.109s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:19:21,2018-06-10 02:19:24,3.001s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:19:24,2018-06-10 02:19:24,0.780s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:19:24,2018-06-10 02:19:27,3.001s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:19:27,2018-06-10 02:19:28,0.107s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:19:28,2018-06-10 02:19:30,2.000s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:19:30,2018-06-10 02:19:30,0.486s,PASSED
selectOptionByIndex,Chrome 66.0.3359.181,,2018-06-10 02:19:30,2018-06-10 02:19:30,0.160s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:19:30,2018-06-10 02:19:30,0.079s,PASSED
"Statement - ID = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.modifyObjectProperty(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(lab/Page_KDMC - CMO/input_1), ""xpath"", ""equals"", ""//*[@id="" + RID + ""]"", true)",Chrome 66.0.3359.181,,2018-06-10 02:19:30,2018-06-10 02:19:30,0.012s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:19:30,2018-06-10 02:19:31,0.609s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:19:31,2018-06-10 02:19:33,2.002s,PASSED
selectOptionByIndex,Chrome 66.0.3359.181,,2018-06-10 02:19:33,2018-06-10 02:19:33,0.147s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:19:33,2018-06-10 02:19:33,0.130s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:19:33,2018-06-10 02:19:35,2.001s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:19:35,2018-06-10 02:19:36,0.478s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:19:36,2018-06-10 02:19:39,3.000s,PASSED
waitForElementPresent,Chrome 66.0.3359.181,,2018-06-10 02:19:39,2018-06-10 02:19:59,20.502s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:19:59,2018-06-10 02:19:59,0.089s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:19:59,2018-06-10 02:20:00,0.431s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:20:00,2018-06-10 02:20:03,3.001s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:20:03,2018-06-10 02:20:03,0.379s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-10 02:20:03,2018-06-10 02:20:03,0.110s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-10 02:20:03,2018-06-10 02:20:03,0.102s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:20:03,2018-06-10 02:20:06,3.000s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:20:06,2018-06-10 02:20:07,0.571s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:20:07,2018-06-10 02:20:10,3.001s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:20:10,2018-06-10 02:20:10,0.097s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:20:10,2018-06-10 02:20:12,2.001s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:20:12,2018-06-10 02:20:12,0.436s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:20:12,2018-06-10 02:20:14,2.001s,PASSED
setText,Chrome 66.0.3359.181,,2018-06-10 02:20:14,2018-06-10 02:20:15,0.398s,PASSED
click,Chrome 66.0.3359.181,,2018-06-10 02:20:15,2018-06-10 02:20:15,0.095s,PASSED
delay,Chrome 66.0.3359.181,,2018-06-10 02:20:15,2018-06-10 02:20:18,3.001s,PASSED
"Statement - out.println(""Length : "" + medicineslength)",Chrome 66.0.3359.181,,2018-06-10 02:20:18,2018-06-10 02:20:18,0.001s,PASSED
"Statement - For ([row = 0, row < medicineslength - 1, (row++)])",Chrome 66.0.3359.181,,2018-06-10 02:20:18,2018-06-10 02:20:21,2.915s,PASSED
