Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Emergency_Suit,Chrome 66.0.3359.139,It Contains All The Schedule Emergency Request,2018-05-14 19:28:41,2018-05-14 19:40:41,11m - 59.752s,FAILED
,,,,,,
Test Cases/EMERGENCY TEST CASES/TC_ER_001 Verify Schedule 1 Emergency  Request Are Working Successfully Or Not,Chrome 66.0.3359.139,,2018-05-14 19:28:42,2018-05-14 19:29:12,30.457s,FAILED
openBrowser,Chrome 66.0.3359.139,,2018-05-14 19:28:42,2018-05-14 19:28:45,2.963s,PASSED
"Statement - out.println(""Verify Schedule 1 Emergency  Request Are Working Successfully Or Not"")",Chrome 66.0.3359.139,,2018-05-14 19:28:45,2018-05-14 19:28:45,0.010s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-14 19:28:45,2018-05-14 19:28:47,2.213s,PASSED
maximizeWindow,Chrome 66.0.3359.139,,2018-05-14 19:28:47,2018-05-14 19:28:49,1.180s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-14 19:28:49,2018-05-14 19:28:49,0.186s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-14 19:28:49,2018-05-14 19:28:49,0.124s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-14 19:28:49,2018-05-14 19:28:52,3.021s,PASSED
click,Chrome 66.0.3359.139,,2018-05-14 19:28:52,2018-05-14 19:28:53,1.043s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-14 19:28:53,2018-05-14 19:28:56,3.002s,PASSED
click,Chrome 66.0.3359.139,,2018-05-14 19:28:56,2018-05-14 19:28:56,0.157s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-14 19:28:56,2018-05-14 19:28:58,2.002s,PASSED
click,Chrome 66.0.3359.139,,2018-05-14 19:28:58,2018-05-14 19:28:59,0.475s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-14 19:28:59,2018-05-14 19:29:01,2.002s,PASSED
selectOptionByIndex,Chrome 66.0.3359.139,,2018-05-14 19:29:01,2018-05-14 19:29:01,0.178s,PASSED
Statement - seletedoptions = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getNumberOfTotalOption(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Emergency/Page_KDMC - Emergency/select_--Select--Adernaline 0.)),Chrome 66.0.3359.139,,2018-05-14 19:29:01,2018-05-14 19:29:01,0.090s,PASSED
"Statement - For ([u = 1, u < seletedoptions, (u++)])",Chrome 66.0.3359.139,,2018-05-14 19:29:01,2018-05-14 19:29:12,11.338s,FAILED
,,,,,,
Test Cases/EMERGENCY TEST CASES/TC_ER_002 Verify Schedule 3 Emergency  Request Are Working Successfully Or Not,Chrome 66.0.3359.139,,2018-05-14 19:29:12,2018-05-14 19:31:10,1m - 57.711s,FAILED
openBrowser,Chrome 66.0.3359.139,,2018-05-14 19:29:12,2018-05-14 19:29:15,2.716s,PASSED
"Statement - out.println(""Verify Schedule 3 Emergency  Request Are Working Successfully Or Not"")",Chrome 66.0.3359.139,,2018-05-14 19:29:15,2018-05-14 19:29:15,0.001s,PASSED
navigateToUrl,Chrome 66.0.3359.139,,2018-05-14 19:29:15,2018-05-14 19:29:17,1.814s,PASSED
maximizeWindow,Chrome 66.0.3359.139,,2018-05-14 19:29:17,2018-05-14 19:29:18,1.149s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-14 19:29:18,2018-05-14 19:29:18,0.153s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-14 19:29:18,2018-05-14 19:29:18,0.107s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-14 19:29:18,2018-05-14 19:29:21,3.001s,PASSED
click,Chrome 66.0.3359.139,,2018-05-14 19:29:21,2018-05-14 19:29:22,0.914s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-14 19:29:22,2018-05-14 19:29:25,3.001s,PASSED
click,Chrome 66.0.3359.139,,2018-05-14 19:29:25,2018-05-14 19:29:25,0.124s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-14 19:29:25,2018-05-14 19:29:27,2.001s,PASSED
click,Chrome 66.0.3359.139,,2018-05-14 19:29:27,2018-05-14 19:29:28,0.488s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-14 19:29:28,2018-05-14 19:29:30,2.000s,PASSED
selectOptionByIndex,Chrome 66.0.3359.139,,2018-05-14 19:29:30,2018-05-14 19:29:30,0.189s,PASSED
Statement - seletedoptions = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getNumberOfTotalOption(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Emergency/Page_KDMC - Emergency/select_--Select--Adernaline 0.)),Chrome 66.0.3359.139,,2018-05-14 19:29:30,2018-05-14 19:29:30,0.077s,PASSED
"Statement - For ([u = 1, u < seletedoptions - 1, (u++)])",Chrome 66.0.3359.139,,2018-05-14 19:29:30,2018-05-14 19:29:51,20.939s,PASSED
scrollToElement,Chrome 66.0.3359.139,,2018-05-14 19:29:51,2018-05-14 19:29:51,0.046s,PASSED
click,Chrome 66.0.3359.139,,2018-05-14 19:29:51,2018-05-14 19:29:51,0.095s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-14 19:29:51,2018-05-14 19:29:54,3.001s,PASSED
Statement - RequestNumber = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Emergency/Page_KDMC - Emergency/font_ERNO100520183)),Chrome 66.0.3359.139,,2018-05-14 19:29:54,2018-05-14 19:29:54,0.069s,PASSED
"Statement - Rno = RequestNumber.split(""/"")[2]",Chrome 66.0.3359.139,,2018-05-14 19:29:54,2018-05-14 19:29:54,0.005s,PASSED
Statement - out.println(Rno),Chrome 66.0.3359.139,,2018-05-14 19:29:54,2018-05-14 19:29:54,0.000s,PASSED
click,Chrome 66.0.3359.139,,2018-05-14 19:29:54,2018-05-14 19:29:55,0.461s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-14 19:29:55,2018-05-14 19:29:58,3.002s,PASSED
click,Chrome 66.0.3359.139,,2018-05-14 19:29:58,2018-05-14 19:29:58,0.131s,PASSED
click,Chrome 66.0.3359.139,,2018-05-14 19:29:58,2018-05-14 19:29:59,1.046s,PASSED
delay,Chrome 66.0.3359.139,,2018-05-14 19:29:59,2018-05-14 19:30:02,3.002s,PASSED
click,Chrome 66.0.3359.139,,2018-05-14 19:30:02,2018-05-14 19:30:02,0.399s,PASSED
setText,Chrome 66.0.3359.139,,2018-05-14 19:30:02,2018-05-14 19:30:02,0.111s,PASSED
